Section Name,My GSTIN,GSTIN of supplier,Trade/Legal name,Taxpayer Type,2B Return Period,Invoice number,Invoice type,Invoice Date,Invoice Value(?),Place of supply,Supply Attract Reverse Charge,Original Invoice number,Original Invoice Date,Taxable Value (?),Integrated Tax(?),Central Tax(?),State/UT Tax(?),Cess(?),GSTR-1/5 Period,GSTR-1/5 Filing Date,ITC Availability,Reason,Applicable % of Tax Rate,Source,IRN,IRN Date
B2B,37AAACT7391N1ZN,37BBTPA1899J1Z0,A.REVATHI,Regular,Nov 2021,'AR/2021-22/011',INVOICE,08-Oct-2021,"798,537.00",ANDHRAPRADESH,NO,,,"676,727.00",0.00,"60,905.43","60,905.43",0.00,Oct 2021,16th Nov 2021,YES,,,,,
B2B,37AAACT7391N1ZN,37BBTPA1899J1Z0,A.REVATHI,Regular,Nov 2021,'AR/2021-22/010',INVOICE,01-Oct-2021,"2,495,320.00",ANDHRAPRADESH,NO,,,"2,114,678.00",0.00,"190,321.02","190,321.02",0.00,Oct 2021,16th Nov 2021,YES,,,,,
B2B,37AAACT7391N1ZN,36AAMFD9721H1Z6,DLR PROJECTS,Regular,Nov 2021,'DLRPAPMDC2021100',INVOICE,01-Nov-2021,"389,400.00",ANDHRAPRADESH,NO,,,"330,000.00","59,400.00",0.00,0.00,0.00,Nov 2021,6th Dec 2021,YES,,,,,
B2B,37AAACT7391N1ZN,33AAGCT1726K1ZC,THG PUBLISHING PRIVATE LIMITED,Regular,Nov 2021,'1887175',INVOICE,06-Nov-2021,"258,426.00",ANDHRAPRADESH,NO,,,"246,120.00","12,306.00",0.00,0.00,0.00,Nov 2021,11th Dec 2021,YES,,,E-Invoice,b1c1656e280a3134c3c5217c622ca2c00266a6ac543fe6ef0a33999716c91a76,10-11-2021
B2B,37AAACT7391N1ZN,37AAACB2894G1ZM,BHARTI AIRTEL LIMITED,Regular,Nov 2021,'BM2237I002137874',INVOICE,06-Nov-2021,"14,016.28",ANDHRAPRADESH,NO,,,"11,878.20",0.00,"1,069.04","1,069.04",0.00,Nov 2021,10th Dec 2021,YES,,,E-Invoice,76154b70834885738349d38e53f4e0a13050b3dbbfeb12a368990557903ddf0a,06-11-2021
B2B,37AAACT7391N1ZN,37AAACB2894G1ZM,BHARTI AIRTEL LIMITED,Regular,Nov 2021,'BM2237I002129818',INVOICE,06-Nov-2021,"5,888.20",ANDHRAPRADESH,NO,,,"4,990.00",0.00,449.10,449.10,0.00,Nov 2021,10th Dec 2021,YES,,,E-Invoice,583f35a72189e7db09950fa0b4d00c80354818aee5f44c27d01d91f40e10d17a,06-11-2021
B2B,37AAACT7391N1ZN,37AAACB2894G1ZM,BHARTI AIRTEL LIMITED,Regular,Nov 2021,'BM2237I002129747',INVOICE,06-Nov-2021,"5,888.20",ANDHRAPRADESH,NO,,,"4,990.00",0.00,449.10,449.10,0.00,Nov 2021,10th Dec 2021,YES,,,E-Invoice,d68a6f97902ddb4bf90dfe8570e6ea244fe7335d711e355c0b703c9f47f86f26,06-11-2021
B2B,37AAACT7391N1ZN,37AEBFS7755K1ZF,S G R P AND ASSOCIATES LLP,Regular,Nov 2021,'098/01/2021',INVOICE,01-Nov-2021,"41,300.00",ANDHRAPRADESH,NO,,,"35,000.00",0.00,"3,150.00","3,150.00",0.00,Nov 2021,10th Dec 2021,YES,,,,,
B2B,37AAACT7391N1ZN,37AEBFS7755K1ZF,S G R P AND ASSOCIATES LLP,Regular,Nov 2021,'097/01/2021',INVOICE,01-Nov-2021,"70,800.00",ANDHRAPRADESH,NO,,,"60,000.00",0.00,"5,400.00","5,400.00",0.00,Nov 2021,10th Dec 2021,YES,,,,,
B2B,37AAACT7391N1ZN,37AANCA9069P1ZM,ANDHRA PRADESH STATE FIBERNET LIMITED,Regular,Nov 2021,'ILL2122100269',INVOICE,01-Oct-2021,"27,582.50",ANDHRAPRADESH,NO,,,"23,375.00",0.00,"2,103.75","2,103.75",0.00,Oct 2021,6th Dec 2021,YES,,,E-Invoice,3d6e1dd50551f867b061cdf48d96900ac35f7ac74e2a5c07dc9f09b79371b611,04-10-2021
B2B,37AAACT7391N1ZN,37AANCA9069P1ZM,ANDHRA PRADESH STATE FIBERNET LIMITED,Regular,Nov 2021,'ILL2122100268',INVOICE,01-Oct-2021,"27,582.50",ANDHRAPRADESH,NO,,,"23,375.00",0.00,"2,103.75","2,103.75",0.00,Oct 2021,6th Dec 2021,YES,,,E-Invoice,9b59737520d2ddeb494e50fc5b7ac1867338fb025dbb0da854c4bcae0b11927c,04-10-2021
B2B,37AAACT7391N1ZN,37AANCA9069P1ZM,ANDHRA PRADESH STATE FIBERNET LIMITED,Regular,Nov 2021,'ILL2122100267',INVOICE,01-Oct-2021,"27,582.50",ANDHRAPRADESH,NO,,,"23,375.00",0.00,"2,103.75","2,103.75",0.00,Oct 2021,6th Dec 2021,YES,,,E-Invoice,a8cc81d4ba3b9c62d2137ada212c2122b6a58b6fafe152ae15b2f80b44d5361b,04-10-2021
B2B,37AAACT7391N1ZN,37AANCA9069P1ZM,ANDHRA PRADESH STATE FIBERNET LIMITED,Regular,Nov 2021,'ILL2122100266',INVOICE,01-Oct-2021,"27,582.50",ANDHRAPRADESH,NO,,,"23,375.00",0.00,"2,103.75","2,103.75",0.00,Oct 2021,6th Dec 2021,YES,,,E-Invoice,df2be1bbf50c3a79dc1b6d14e019eb77b29aab3208a432eea8063865a253e30b,04-10-2021
B2B,37AAACT7391N1ZN,37AANCA9069P1ZM,ANDHRA PRADESH STATE FIBERNET LIMITED,Regular,Nov 2021,'ILL2122100265',INVOICE,01-Oct-2021,"27,582.50",ANDHRAPRADESH,NO,,,"23,375.00",0.00,"2,103.75","2,103.75",0.00,Oct 2021,6th Dec 2021,YES,,,E-Invoice,1f5045e1064566fef9533a9a1ef4864f2d56875aa047cd40436fe00d89350bbf,04-10-2021
B2B,37AAACT7391N1ZN,37AANCA9069P1ZM,ANDHRA PRADESH STATE FIBERNET LIMITED,Regular,Nov 2021,'ILL2122100264',INVOICE,01-Oct-2021,"27,582.50",ANDHRAPRADESH,NO,,,"23,375.00",0.00,"2,103.75","2,103.75",0.00,Oct 2021,6th Dec 2021,YES,,,E-Invoice,410924f91aa48c2ed83d07d887de2dd78f41ad9a22fcfb1df11e7bbc3821a3d0,04-10-2021
B2B,37AAACT7391N1ZN,37AANCA9069P1ZM,ANDHRA PRADESH STATE FIBERNET LIMITED,Regular,Nov 2021,'ILL2122100263',INVOICE,01-Oct-2021,"27,582.50",ANDHRAPRADESH,NO,,,"23,375.00",0.00,"2,103.75","2,103.75",0.00,Oct 2021,6th Dec 2021,YES,,,E-Invoice,cf981ed172af3bc0e8fafa4857f8b55e240fbdad8d5cf089a8de51e21d938a8a,04-10-2021
B2B,37AAACT7391N1ZN,37AANCA9069P1ZM,ANDHRA PRADESH STATE FIBERNET LIMITED,Regular,Nov 2021,'ILL2122100262',INVOICE,01-Oct-2021,"27,582.50",ANDHRAPRADESH,NO,,,"23,375.00",0.00,"2,103.75","2,103.75",0.00,Oct 2021,6th Dec 2021,YES,,,E-Invoice,ed9f9791cafdaf13cb8af770a39e9f1ab6b4d185621606f408959489a84e1cf6,04-10-2021
B2B,37AAACT7391N1ZN,37AANCA9069P1ZM,ANDHRA PRADESH STATE FIBERNET LIMITED,Regular,Nov 2021,'ILL2122100261',INVOICE,01-Oct-2021,"27,582.50",ANDHRAPRADESH,NO,,,"23,375.00",0.00,"2,103.75","2,103.75",0.00,Oct 2021,6th Dec 2021,YES,,,E-Invoice,4fd4264d155b72408b7f6bc0a1754f2fd87e742fa99945191e6a28a0a807fac5,04-10-2021
B2B,37AAACT7391N1ZN,37AANCA9069P1ZM,ANDHRA PRADESH STATE FIBERNET LIMITED,Regular,Nov 2021,'ILL2122100260',INVOICE,01-Oct-2021,"27,582.50",ANDHRAPRADESH,NO,,,"23,375.00",0.00,"2,103.75","2,103.75",0.00,Oct 2021,6th Dec 2021,YES,,,E-Invoice,6f0dc5c3b27d651beabc11bc3ec22a2ec5c8e8f398dd84f5693e66a6f36a337d,04-10-2021
B2B,37AAACT7391N1ZN,37AANCA9069P1ZM,ANDHRA PRADESH STATE FIBERNET LIMITED,Regular,Nov 2021,'ILL2122100259',INVOICE,01-Oct-2021,"27,582.50",ANDHRAPRADESH,NO,,,"23,375.00",0.00,"2,103.75","2,103.75",0.00,Oct 2021,6th Dec 2021,YES,,,E-Invoice,c3e20c13cb01347fc239b95cf099354be345522d5afab426448965be25161da5,04-10-2021
B2B,37AAACT7391N1ZN,37AANCA9069P1ZM,ANDHRA PRADESH STATE FIBERNET LIMITED,Regular,Nov 2021,'ILL2122100258',INVOICE,01-Oct-2021,"27,582.50",ANDHRAPRADESH,NO,,,"23,375.00",0.00,"2,103.75","2,103.75",0.00,Oct 2021,6th Dec 2021,YES,,,E-Invoice,26ddabe34a473c3f29f1025edb946a0ae5aa41f4d8a17a3e6f598fb74d18ce20,04-10-2021
B2B,37AAACT7391N1ZN,37AANCA9069P1ZM,ANDHRA PRADESH STATE FIBERNET LIMITED,Regular,Nov 2021,'ILL2122100257',INVOICE,01-Oct-2021,"27,582.50",ANDHRAPRADESH,NO,,,"23,375.00",0.00,"2,103.75","2,103.75",0.00,Oct 2021,6th Dec 2021,YES,,,E-Invoice,da0a6971f07368daf79645726d17229602484f3174fef03e7fdc74dfe3f54e62,04-10-2021
B2B,37AAACT7391N1ZN,37AANCA9069P1ZM,ANDHRA PRADESH STATE FIBERNET LIMITED,Regular,Nov 2021,'ILL2122100256',INVOICE,01-Oct-2021,"27,582.50",ANDHRAPRADESH,NO,,,"23,375.00",0.00,"2,103.75","2,103.75",0.00,Oct 2021,6th Dec 2021,YES,,,E-Invoice,ac9a4914dc43e2cedc83b98bd467c3fc5c8ec95b6983811ee496d77d3ca171d6,04-10-2021
B2B,37AAACT7391N1ZN,37AANCA9069P1ZM,ANDHRA PRADESH STATE FIBERNET LIMITED,Regular,Nov 2021,'ILL2122100255',INVOICE,01-Oct-2021,"27,582.50",ANDHRAPRADESH,NO,,,"23,375.00",0.00,"2,103.75","2,103.75",0.00,Oct 2021,6th Dec 2021,YES,,,E-Invoice,a342bd9e2e94860d29edecf62ebb0068d91d94241b8ca6e25e5dffca851f089b,04-10-2021
B2B,37AAACT7391N1ZN,37AANCA9069P1ZM,ANDHRA PRADESH STATE FIBERNET LIMITED,Regular,Nov 2021,'ILL2122100254',INVOICE,01-Oct-2021,"27,582.50",ANDHRAPRADESH,NO,,,"23,375.00",0.00,"2,103.75","2,103.75",0.00,Oct 2021,6th Dec 2021,YES,,,E-Invoice,2201416eb1b602bac61d4801d2357c860c717fef04bc986405a8028783889815,04-10-2021
B2B,37AAACT7391N1ZN,37AANCA9069P1ZM,ANDHRA PRADESH STATE FIBERNET LIMITED,Regular,Nov 2021,'ILL2122100253',INVOICE,01-Oct-2021,"27,582.50",ANDHRAPRADESH,NO,,,"23,375.00",0.00,"2,103.75","2,103.75",0.00,Oct 2021,6th Dec 2021,YES,,,E-Invoice,a37a3fd76754ffe8688006cd7bc05d997ba5033a9939327f57d63c01045a8638,04-10-2021
B2B,37AAACT7391N1ZN,37AANCA9069P1ZM,ANDHRA PRADESH STATE FIBERNET LIMITED,Regular,Nov 2021,'ILL2122100252',INVOICE,01-Oct-2021,"27,582.50",ANDHRAPRADESH,NO,,,"23,375.00",0.00,"2,103.75","2,103.75",0.00,Oct 2021,6th Dec 2021,YES,,,E-Invoice,860e5940062d3407e6bd63bb4ca427bef1b08cc2e9fc266a501ce2a3c3a27c30,04-10-2021
B2B,37AAACT7391N1ZN,37AANCA9069P1ZM,ANDHRA PRADESH STATE FIBERNET LIMITED,Regular,Nov 2021,'ILL2122100251',INVOICE,01-Oct-2021,"27,582.50",ANDHRAPRADESH,NO,,,"23,375.00",0.00,"2,103.75","2,103.75",0.00,Oct 2021,6th Dec 2021,YES,,,E-Invoice,da4f8bd1cb38fca74f72e4c973bd62bab497ecb6f06d64cf3a5505700ca3846d,04-10-2021
B2B,37AAACT7391N1ZN,37AANCA9069P1ZM,ANDHRA PRADESH STATE FIBERNET LIMITED,Regular,Nov 2021,'ILL2122100250',INVOICE,01-Oct-2021,"27,582.50",ANDHRAPRADESH,NO,,,"23,375.00",0.00,"2,103.75","2,103.75",0.00,Oct 2021,6th Dec 2021,YES,,,E-Invoice,367ae674a6c2a5acecf54603a063a1fb5ea60229e69984886e164d26c183b9e7,04-10-2021
B2B,37AAACT7391N1ZN,37AANCA9069P1ZM,ANDHRA PRADESH STATE FIBERNET LIMITED,Regular,Nov 2021,'ILL2122100249',INVOICE,01-Oct-2021,"27,582.50",ANDHRAPRADESH,NO,,,"23,375.00",0.00,"2,103.75","2,103.75",0.00,Oct 2021,6th Dec 2021,YES,,,E-Invoice,8bd9e0f319b6a910d6f3349b36e51bcfe7f480250700b432afb8676a23ff4d42,04-10-2021
B2B,37AAACT7391N1ZN,37AANCA9069P1ZM,ANDHRA PRADESH STATE FIBERNET LIMITED,Regular,Nov 2021,'ILL2122100248',INVOICE,01-Oct-2021,"27,582.50",ANDHRAPRADESH,NO,,,"23,375.00",0.00,"2,103.75","2,103.75",0.00,Oct 2021,6th Dec 2021,YES,,,E-Invoice,33d0961b69ef472d33badeac3df896f3643c73bfc8cf883f561095dc7eadb49f,04-10-2021
B2B,37AAACT7391N1ZN,37AANCA9069P1ZM,ANDHRA PRADESH STATE FIBERNET LIMITED,Regular,Nov 2021,'ILL2122100247',INVOICE,01-Oct-2021,"27,582.50",ANDHRAPRADESH,NO,,,"23,375.00",0.00,"2,103.75","2,103.75",0.00,Oct 2021,6th Dec 2021,YES,,,E-Invoice,6b3578b5ea0e009f74c6af9d48dfe5716189c052a454978e6d2ac6dc3cd3dea4,04-10-2021
B2B,37AAACT7391N1ZN,37AANCA9069P1ZM,ANDHRA PRADESH STATE FIBERNET LIMITED,Regular,Nov 2021,'ILL2122100246',INVOICE,01-Oct-2021,"27,582.50",ANDHRAPRADESH,NO,,,"23,375.00",0.00,"2,103.75","2,103.75",0.00,Oct 2021,6th Dec 2021,YES,,,E-Invoice,32272026c1d8204cdc64f37f2b27129e6c44fa1aaea022259dfacf95caf7915b,04-10-2021
B2B,37AAACT7391N1ZN,37AANCA9069P1ZM,ANDHRA PRADESH STATE FIBERNET LIMITED,Regular,Nov 2021,'ILL2122100245',INVOICE,01-Oct-2021,"27,582.50",ANDHRAPRADESH,NO,,,"23,375.00",0.00,"2,103.75","2,103.75",0.00,Oct 2021,6th Dec 2021,YES,,,E-Invoice,102caff8133514ab02249a4db71be9198103ac670fa356b47070a31c4c632b89,04-10-2021
B2B,37AAACT7391N1ZN,37AANCA9069P1ZM,ANDHRA PRADESH STATE FIBERNET LIMITED,Regular,Nov 2021,'ILL2122100244',INVOICE,01-Oct-2021,"27,582.50",ANDHRAPRADESH,NO,,,"23,375.00",0.00,"2,103.75","2,103.75",0.00,Oct 2021,6th Dec 2021,YES,,,E-Invoice,f907ce84861d9f3a6bf2a1ed6cf85141dd8b8e023f5db15c4e4ff83e7d90202a,04-10-2021
B2B,37AAACT7391N1ZN,37AANCA9069P1ZM,ANDHRA PRADESH STATE FIBERNET LIMITED,Regular,Nov 2021,'ILL2122100243',INVOICE,01-Oct-2021,"27,582.50",ANDHRAPRADESH,NO,,,"23,375.00",0.00,"2,103.75","2,103.75",0.00,Oct 2021,6th Dec 2021,YES,,,E-Invoice,0337cd60066d511bc57f826ecd9be6ce04b3b90ca9b8b1ecd51f4171d2bf5357,04-10-2021
B2B,37AAACT7391N1ZN,37AANCA9069P1ZM,ANDHRA PRADESH STATE FIBERNET LIMITED,Regular,Nov 2021,'ILL2122100242',INVOICE,01-Oct-2021,"27,582.50",ANDHRAPRADESH,NO,,,"23,375.00",0.00,"2,103.75","2,103.75",0.00,Oct 2021,6th Dec 2021,YES,,,E-Invoice,a378429a8446d69ea3da495cfac69c9c3ad5689db93a685ac8e0f2984bd72028,04-10-2021
B2B,37AAACT7391N1ZN,37AANCA9069P1ZM,ANDHRA PRADESH STATE FIBERNET LIMITED,Regular,Nov 2021,'ILL2122100241',INVOICE,01-Oct-2021,"27,582.50",ANDHRAPRADESH,NO,,,"23,375.00",0.00,"2,103.75","2,103.75",0.00,Oct 2021,6th Dec 2021,YES,,,E-Invoice,d9d17a2cf23577cb9e304098de371cd1b9b2b4fb44018ab6de2379a8c738801a,04-10-2021
B2B,37AAACT7391N1ZN,37AANCA9069P1ZM,ANDHRA PRADESH STATE FIBERNET LIMITED,Regular,Nov 2021,'ILL2122100240',INVOICE,01-Oct-2021,"27,582.50",ANDHRAPRADESH,NO,,,"23,375.00",0.00,"2,103.75","2,103.75",0.00,Oct 2021,6th Dec 2021,YES,,,E-Invoice,b004c1cd8fa096fe38d023b28c3b18578a1976e9ce1406b4fe671e26fca504b0,04-10-2021
B2B,37AAACT7391N1ZN,37AANCA9069P1ZM,ANDHRA PRADESH STATE FIBERNET LIMITED,Regular,Nov 2021,'ILL2122100239',INVOICE,01-Oct-2021,"27,582.50",ANDHRAPRADESH,NO,,,"23,375.00",0.00,"2,103.75","2,103.75",0.00,Oct 2021,6th Dec 2021,YES,,,E-Invoice,f223cb3504ca14aa6ea9d52b7114d6f96794b0768c32726f1c0c61e1762c76ac,04-10-2021
B2B,37AAACT7391N1ZN,37AANCA9069P1ZM,ANDHRA PRADESH STATE FIBERNET LIMITED,Regular,Nov 2021,'ILL2122100238',INVOICE,01-Oct-2021,"27,582.50",ANDHRAPRADESH,NO,,,"23,375.00",0.00,"2,103.75","2,103.75",0.00,Oct 2021,6th Dec 2021,YES,,,E-Invoice,ba055a84ac9e3522ffb0157a98b2df8e8f343d284989172ff62a5e5d0cb5bae7,04-10-2021
B2B,37AAACT7391N1ZN,37AANCA9069P1ZM,ANDHRA PRADESH STATE FIBERNET LIMITED,Regular,Nov 2021,'ILL2122100237',INVOICE,01-Oct-2021,"27,582.50",ANDHRAPRADESH,NO,,,"23,375.00",0.00,"2,103.75","2,103.75",0.00,Oct 2021,6th Dec 2021,YES,,,E-Invoice,7ad677090bbeca8ae3f5c8ba9d4b1b54206cd5f958784a5bab82f99176b4e378,04-10-2021
B2B,37AAACT7391N1ZN,37AANCA9069P1ZM,ANDHRA PRADESH STATE FIBERNET LIMITED,Regular,Nov 2021,'ILL2122100236',INVOICE,01-Oct-2021,"27,582.50",ANDHRAPRADESH,NO,,,"23,375.00",0.00,"2,103.75","2,103.75",0.00,Oct 2021,6th Dec 2021,YES,,,E-Invoice,993e161dc9677e5cfe2485b96dd16281bf9d377c4a376400f9d5ff8b462a90f8,04-10-2021
B2B,37AAACT7391N1ZN,37AANCA9069P1ZM,ANDHRA PRADESH STATE FIBERNET LIMITED,Regular,Nov 2021,'ILL2122100235',INVOICE,01-Oct-2021,"27,582.50",ANDHRAPRADESH,NO,,,"23,375.00",0.00,"2,103.75","2,103.75",0.00,Oct 2021,6th Dec 2021,YES,,,E-Invoice,4e339dbc41a1da991aaa62d97172376f99853dc656021d1a5f37853d2ebb8899,04-10-2021
B2B,37AAACT7391N1ZN,37AANCA9069P1ZM,ANDHRA PRADESH STATE FIBERNET LIMITED,Regular,Nov 2021,'ILL2122100234',INVOICE,01-Oct-2021,"27,582.50",ANDHRAPRADESH,NO,,,"23,375.00",0.00,"2,103.75","2,103.75",0.00,Oct 2021,6th Dec 2021,YES,,,E-Invoice,6746f6a3463b97ddf849b0ee2009e2a2b48199d94cbde0457d38c86da12e4825,04-10-2021
B2B,37AAACT7391N1ZN,37AANCA9069P1ZM,ANDHRA PRADESH STATE FIBERNET LIMITED,Regular,Nov 2021,'ILL2122100233',INVOICE,01-Oct-2021,"27,582.50",ANDHRAPRADESH,NO,,,"23,375.00",0.00,"2,103.75","2,103.75",0.00,Oct 2021,6th Dec 2021,YES,,,E-Invoice,2b1d364d63e8bd8ee51e969191a086df9ec32926aee38c9c38d5e502ad988bd3,04-10-2021
B2B,37AAACT7391N1ZN,37AANCA9069P1ZM,ANDHRA PRADESH STATE FIBERNET LIMITED,Regular,Nov 2021,'ILL2122100232',INVOICE,01-Oct-2021,"27,582.50",ANDHRAPRADESH,NO,,,"23,375.00",0.00,"2,103.75","2,103.75",0.00,Oct 2021,6th Dec 2021,YES,,,E-Invoice,e2b610b45812a2be4edffd4ae148998d54d72d0582c473cdb7b2746192f34791,04-10-2021
B2B,37AAACT7391N1ZN,37AANCA9069P1ZM,ANDHRA PRADESH STATE FIBERNET LIMITED,Regular,Nov 2021,'ILL2122100231',INVOICE,01-Oct-2021,"27,582.50",ANDHRAPRADESH,NO,,,"23,375.00",0.00,"2,103.75","2,103.75",0.00,Oct 2021,6th Dec 2021,YES,,,E-Invoice,c76a5a21bd74543cc965bc6b9e85a217c0858c32c2f3bea69c9879f161ce876c,04-10-2021
B2B,37AAACT7391N1ZN,37AANCA9069P1ZM,ANDHRA PRADESH STATE FIBERNET LIMITED,Regular,Nov 2021,'ILL2122100230',INVOICE,01-Oct-2021,"27,582.50",ANDHRAPRADESH,NO,,,"23,375.00",0.00,"2,103.75","2,103.75",0.00,Oct 2021,6th Dec 2021,YES,,,E-Invoice,c11c3dbc0ebb025c9278588bdd5d9ceff56e5f96a5c3d8a32e50ca8034628e0d,04-10-2021
B2B,37AAACT7391N1ZN,37AANCA9069P1ZM,ANDHRA PRADESH STATE FIBERNET LIMITED,Regular,Nov 2021,'ILL2122100229',INVOICE,01-Oct-2021,"27,582.50",ANDHRAPRADESH,NO,,,"23,375.00",0.00,"2,103.75","2,103.75",0.00,Oct 2021,6th Dec 2021,YES,,,E-Invoice,3d78e04829ab0aca91a2d048afb6bbbc29fe1114bf4f2618860665328ee07381,04-10-2021
B2B,37AAACT7391N1ZN,37AANCA9069P1ZM,ANDHRA PRADESH STATE FIBERNET LIMITED,Regular,Nov 2021,'ILL2122100228',INVOICE,01-Oct-2021,"27,582.50",ANDHRAPRADESH,NO,,,"23,375.00",0.00,"2,103.75","2,103.75",0.00,Oct 2021,6th Dec 2021,YES,,,E-Invoice,f931dca2243a13b501fa8056b2ab5293abcce6de8148779346adbea0c57be539,04-10-2021
B2B,37AAACT7391N1ZN,37AANCA9069P1ZM,ANDHRA PRADESH STATE FIBERNET LIMITED,Regular,Nov 2021,'ILL2122100227',INVOICE,01-Oct-2021,"27,582.50",ANDHRAPRADESH,NO,,,"23,375.00",0.00,"2,103.75","2,103.75",0.00,Oct 2021,6th Dec 2021,YES,,,E-Invoice,4e326c78a4c1adda58dd212ff040f2c2c9a6f088c9a3f0171d8314dfe59003de,04-10-2021
B2B,37AAACT7391N1ZN,37AANCA9069P1ZM,ANDHRA PRADESH STATE FIBERNET LIMITED,Regular,Nov 2021,'ILL2122100226',INVOICE,01-Oct-2021,"27,582.50",ANDHRAPRADESH,NO,,,"23,375.00",0.00,"2,103.75","2,103.75",0.00,Oct 2021,6th Dec 2021,YES,,,E-Invoice,dbe14843c42c2f835302b03be46f0aa77592506aa3138ae47278e3af1f0a134d,04-10-2021
B2B,37AAACT7391N1ZN,37AANCA9069P1ZM,ANDHRA PRADESH STATE FIBERNET LIMITED,Regular,Nov 2021,'ILL2122100225',INVOICE,01-Oct-2021,"27,582.50",ANDHRAPRADESH,NO,,,"23,375.00",0.00,"2,103.75","2,103.75",0.00,Oct 2021,6th Dec 2021,YES,,,E-Invoice,e6feb979cc173236302b5e8cfb716b5879e479782bdec25720ec7cf89669f73c,04-10-2021
B2B,37AAACT7391N1ZN,37AANCA9069P1ZM,ANDHRA PRADESH STATE FIBERNET LIMITED,Regular,Nov 2021,'ILL2122100224',INVOICE,01-Oct-2021,"27,582.50",ANDHRAPRADESH,NO,,,"23,375.00",0.00,"2,103.75","2,103.75",0.00,Oct 2021,6th Dec 2021,YES,,,E-Invoice,2402c56457b7239c4f447611cf6162a82630031a0b4442ae310b2d03f0c664b7,04-10-2021
B2B,37AAACT7391N1ZN,37AANCA9069P1ZM,ANDHRA PRADESH STATE FIBERNET LIMITED,Regular,Nov 2021,'ILL2122100223',INVOICE,01-Oct-2021,"27,582.50",ANDHRAPRADESH,NO,,,"23,375.00",0.00,"2,103.75","2,103.75",0.00,Oct 2021,6th Dec 2021,YES,,,E-Invoice,a40462bc1c51938138e1b2c683371c02ed42ce90e56a3f62d3b684c039ddf1db,04-10-2021
B2B,37AAACT7391N1ZN,37AANCA9069P1ZM,ANDHRA PRADESH STATE FIBERNET LIMITED,Regular,Nov 2021,'ILL2122100222',INVOICE,01-Oct-2021,"27,582.50",ANDHRAPRADESH,NO,,,"23,375.00",0.00,"2,103.75","2,103.75",0.00,Oct 2021,6th Dec 2021,YES,,,E-Invoice,77db1b5696c52157093e25940f318a6816452ff728eda34815f7436c8742e6ee,04-10-2021
B2B,37AAACT7391N1ZN,37AANCA9069P1ZM,ANDHRA PRADESH STATE FIBERNET LIMITED,Regular,Nov 2021,'ILL2122100221',INVOICE,01-Oct-2021,"27,582.50",ANDHRAPRADESH,NO,,,"23,375.00",0.00,"2,103.75","2,103.75",0.00,Oct 2021,6th Dec 2021,YES,,,E-Invoice,7f7fe6fe14094b5637c463a2d8c67fb98abbd4a717a6627a85ebf54d162085d9,04-10-2021
B2B,37AAACT7391N1ZN,37AANCA9069P1ZM,ANDHRA PRADESH STATE FIBERNET LIMITED,Regular,Nov 2021,'ILL2122100220',INVOICE,01-Oct-2021,"27,582.50",ANDHRAPRADESH,NO,,,"23,375.00",0.00,"2,103.75","2,103.75",0.00,Oct 2021,6th Dec 2021,YES,,,E-Invoice,4940c64f7c5d721fffcd2299b7ee150af23c18b1b9e0788ae0fdbd3fff0c031c,04-10-2021
B2B,37AAACT7391N1ZN,37AANCA9069P1ZM,ANDHRA PRADESH STATE FIBERNET LIMITED,Regular,Nov 2021,'ILL2122100219',INVOICE,01-Oct-2021,"27,582.50",ANDHRAPRADESH,NO,,,"23,375.00",0.00,"2,103.75","2,103.75",0.00,Oct 2021,6th Dec 2021,YES,,,E-Invoice,5758c60220755ee9aceec073b4821ecc3fdf408465b3391585b5aeb6bc42b819,04-10-2021
B2B,37AAACT7391N1ZN,37AANCA9069P1ZM,ANDHRA PRADESH STATE FIBERNET LIMITED,Regular,Nov 2021,'ILL2122100218',INVOICE,01-Oct-2021,"27,582.50",ANDHRAPRADESH,NO,,,"23,375.00",0.00,"2,103.75","2,103.75",0.00,Oct 2021,6th Dec 2021,YES,,,E-Invoice,f3f90fd51c26f26a40809008bca0d545a41caac051b1801ed6d8360a127efacb,04-10-2021
B2B,37AAACT7391N1ZN,37AANCA9069P1ZM,ANDHRA PRADESH STATE FIBERNET LIMITED,Regular,Nov 2021,'ILL2122100217',INVOICE,01-Oct-2021,"27,582.50",ANDHRAPRADESH,NO,,,"23,375.00",0.00,"2,103.75","2,103.75",0.00,Oct 2021,6th Dec 2021,YES,,,E-Invoice,7c2cb162bb3949f8ae284d47fa4f753f3a090afdeb7253a58b972aa388966045,04-10-2021
B2B,37AAACT7391N1ZN,37AANCA9069P1ZM,ANDHRA PRADESH STATE FIBERNET LIMITED,Regular,Nov 2021,'ILL2122100216',INVOICE,01-Oct-2021,"27,582.50",ANDHRAPRADESH,NO,,,"23,375.00",0.00,"2,103.75","2,103.75",0.00,Oct 2021,6th Dec 2021,YES,,,E-Invoice,a19b0180affdb7fa68982a012be326572d07b44701ceabd37845dc18305526cd,04-10-2021
B2B,37AAACT7391N1ZN,37AANCA9069P1ZM,ANDHRA PRADESH STATE FIBERNET LIMITED,Regular,Nov 2021,'ILL2122100215',INVOICE,01-Oct-2021,"27,582.50",ANDHRAPRADESH,NO,,,"23,375.00",0.00,"2,103.75","2,103.75",0.00,Oct 2021,6th Dec 2021,YES,,,E-Invoice,d0222e89d9b92d49693f723535e73b41e0ded998f19af7a08f2138e96650d042,04-10-2021
